source,target,class,prod,strength
2,820,금속자재,금속,1
2,815,금속제품,귀금속,1
2,817,금속제품,귀금속,1
2,863,박스,박스,1
2,1096,케이스,케이스,1
3,995,기계장비,의료,1
3,1002,기계장비,의료,1
3,1003,기계장비,의료,1
3,1005,기계장비,의료,1
3,765,전기전자제품,가전제품(전기전자제품),1
3,768,전기전자제품,가전제품(전기전자제품),1
3,1168,,,1
3,1169,,,1
4,1133,전기전자자재,퓨즈(휴즈),1
4,754,전기전자제품,가전제품(전기전자제품),1
4,758,전기전자제품,가전제품(전기전자제품),1
4,760,전기전자제품,가전제품(전기전자제품),1
4,764,전기전자제품,가전제품(전기전자제품),1
4,771,전기전자제품,가전제품(전기전자제품),1
4,1090,전기전자제품,컨버터및인버터,1
5,1107,금속자재,팬,1
5,994,기계장비,의료,1
5,996,기계장비,의료,1
5,1000,기계장비,의료,1
5,1002,기계장비,의료,1
5,1187,,,1
5,1174,,,1
5,1178,,,1
6,1107,금속자재,팬,1
6,1108,금속자재,팬,1
6,1110,금속자재,팬,1
6,998,기계장비,의료,1
6,1001,기계장비,의료,1
6,1274,기계제작2,NA,1
6,1278,부품제작,NA,1
6,1292,후처리2,NA,1
7,817,금속제품,귀금속,1
7,1058,조명및전구,조명제품,1
7,1060,조명및전구,조명제품,1
8,994,기계장비,의료,1
8,807,기계장비,과학용품,1
8,995,기계장비,의료,1
8,1002,기계장비,의료,1
8,1003,기계장비,의료,1
8,1005,기계장비,의료,1
8,765,전기전자제품,가전제품(전기전자제품),2
8,1058,조명및전구,조명제품,1
8,1060,조명및전구,조명제품,1
9,994,기계장비,의료,1
9,996,기계장비,의료,1
9,1002,기계장비,의료,1
9,1058,조명및전구,조명제품,1
9,1059,조명및전구,조명제품,1
9,1060,조명및전구,조명제품,1
10,780,간판및광고물,간판,1
10,814,금속제품,귀금속,1
10,815,금속제품,귀금속,1
10,816,금속제품,귀금속,1
10,817,금속제품,귀금속,1
10,1058,조명및전구,조명제품,1
10,1060,조명및전구,조명제품,1
11,765,전기전자제품,가전제품(전기전자제품),1
11,1058,조명및전구,조명제품,1
11,1060,조명및전구,조명제품,1
11,1326,조명및전구,조명제품,1
12,765,전기전자제품,가전제품(전기전자제품),1
12,1058,조명및전구,조명제품,1
12,1060,조명및전구,조명제품,1
12,1326,조명및전구,조명제품,1
13,996,기계장비,의료,1
13,1058,조명및전구,조명제품,1
13,1060,조명및전구,조명제품,1
13,1326,조명및전구,조명제품,1
14,994,기계장비,의료,1
14,1003,기계장비,의료,1
14,1005,기계장비,의료,1
14,765,전기전자제품,가전제품(전기전자제품),2
14,1058,조명및전구,조명제품,1
14,1060,조명및전구,조명제품,1
14,1068,조명및전구,조명제품,1
14,1029,조명및전구,전구,1
14,1030,조명및전구,전구,1
14,1031,조명및전구,전구,1
14,1032,조명및전구,전구,1
14,1326,조명및전구,조명제품,1
15,765,전기전자제품,가전제품(전기전자제품),1
15,1058,조명및전구,조명제품,1
15,1060,조명및전구,조명제품,1
15,1080,조명및전구,조명제품,1
16,878,금속자재,베어링,1
16,806,기계장비,과학용품,1
16,807,기계장비,과학용품,1
16,809,기계장비,과학용품,1
16,810,기계장비,과학용품,1
16,811,기계장비,과학용품,1
16,1305,기계제작3,NA,6
16,773,전기전자제품,가전제품(전기전자제품),1
17,994,기계장비,의료,1
17,1002,기계장비,의료,1
17,1003,기계장비,의료,1
17,765,전기전자제품,가전제품(전기전자제품),1
17,1164,전자전기제품,회로,1
17,1308,회로설계,NA,1
18,1164,전자전기제품,회로,1
18,1058,조명및전구,조명제품,1
18,1060,조명및전구,조명제품,1
19,815,금속제품,귀금속,1
19,817,금속제품,귀금속,1
19,865,박스,박스,1
20,953,금속자재,스테인리스,1
20,817,금속제품,귀금속,1
20,863,박스,박스,1
20,864,박스,박스,1
20,964,비철금속자재,알루미늄,1
21,816,금속제품,귀금속,1
21,817,금속제품,귀금속,1
22,754,전기전자제품,가전제품(전기전자제품),1
22,758,전기전자제품,가전제품(전기전자제품),1
22,760,전기전자제품,가전제품(전기전자제품),1
22,764,전기전자제품,가전제품(전기전자제품),1
22,771,전기전자제품,가전제품(전기전자제품),1
22,1095,케이스,케이스,1
23,807,기계장비,과학용품,1
23,808,기계장비,과학용품,1
23,1055,전기전자자재,전선,1
23,767,전기전자제품,가전제품(전기전자제품),1
23,773,전기전자제품,가전제품(전기전자제품),1
23,754,전기전자제품,가전제품(전기전자제품),1
24,807,기계장비,과학용품,1
24,810,기계장비,과학용품,1
25,807,기계장비,과학용품,1
25,994,기계장비,의료,1
25,1002,기계장비,의료,1
25,1003,기계장비,의료,1
25,765,전기전자제품,가전제품(전기전자제품),1
26,978,건축자재,위생용도자기,1
26,994,기계장비,의료,1
26,996,기계장비,의료,1
26,1000,기계장비,의료,1
26,1002,기계장비,의료,1
27,994,기계장비,의료,1
27,807,기계장비,과학용품,1
27,995,기계장비,의료,1
27,1002,기계장비,의료,1
27,1003,기계장비,의료,1
27,1005,기계장비,의료,1
27,1133,전기전자자재,퓨즈(휴즈),1
27,765,전기전자제품,가전제품(전기전자제품),2
27,1090,전기전자제품,컨버터및인버터,1
28,793,기계장비,공구,1
28,794,기계장비,공구,1
28,773,전기전자제품,가전제품(전기전자제품),1
29,793,기계장비,공구,1
29,794,기계장비,공구,1
29,799,기계장비,공구,1
29,800,기계장비,공구,1
29,773,전기전자제품,가전제품(전기전자제품),1
30,1020,금속제품,자석,1
31,848,간판및광고물,명판,3
31,1020,금속제품,자석,1
31,1273,기계제작1,NA,1
31,1277,기계제작2,NA,1
31,1298,인쇄,NA,1
31,1309,,NA,1
32,1020,금속제품,자석,1
33,1020,금속제품,자석,1
33,1025,금속제품,자석,1
33,1026,금속제품,자석,1
33,988,유리자재,유리,1
34,1331,기계제작2,NA,1
34,988,유리자재,유리,1
34,1306,인쇄,NA,1
34,1093,케이스,케이스,3
34,1167,,,1
34,1317,,NA,1
36,848,간판및광고물,명판,2
36,1128,간판및광고물,표지판,2
36,1331,기계제작2,NA,4
36,1306,인쇄,NA,4
36,1093,케이스,케이스,2
36,958,플라스틱자재,아크릴,2
37,917,금속자재,부품,1
37,1040,전기전자자재,전선,1
37,1044,전기전자자재,전선,1
37,1045,전기전자자재,전선,1
37,1054,전기전자자재,전선,1
37,1058,조명및전구,조명제품,1
37,1060,조명및전구,조명제품,1
37,1074,조명및전구,조명제품,1
37,1326,조명및전구,조명제품,1
37,1253,,,1
38,852,기계장비,모터,1
38,1168,,,1
38,1169,,,1
39,1065,조명및전구,조명제품,1
39,1070,조명및전구,조명제품,1
39,1077,조명및전구,조명제품,1
39,1081,조명및전구,조명제품,1
39,1326,조명및전구,조명제품,1
40,935,금속자재,부품,1
40,779,전기전자제품,가전제품(전기전자제품),1
40,860,전기전자제품,미터(메타),1
40,1175,,,1
40,1184,,,1
41,793,기계장비,공구,1
41,794,기계장비,공구,1
41,799,기계장비,공구,1
41,800,기계장비,공구,1
41,807,기계장비,과학용품,1
42,807,기계장비,과학용품,1
42,762,전기전자제품,가전제품(전기전자제품),1
42,763,전기전자제품,가전제품(전기전자제품),1
42,1170,,,1
43,873,금속제품,밸브,1
43,800,기계장비,공구,1
43,807,기계장비,과학용품,1
43,1195,,,1
44,793,기계장비,공구,1
44,794,기계장비,공구,1
44,799,기계장비,공구,1
44,800,기계장비,공구,1
44,806,기계장비,과학용품,1
44,807,기계장비,과학용품,1
44,809,기계장비,과학용품,1
44,810,기계장비,과학용품,1
44,811,기계장비,과학용품,1
44,1313,기계제작3,NA,6
44,773,전기전자제품,가전제품(전기전자제품),1
45,807,기계장비,과학용품,1
45,810,기계장비,과학용품,1
46,935,금속자재,부품,1
46,819,금속자재,금속,1
46,793,기계장비,공구,1
46,800,기계장비,공구,1
46,1055,전기전자자재,전선,1
46,1056,전기전자자재,전선,1
47,804,기계장비,공구,1
47,793,기계장비,공구,1
47,794,기계장비,공구,1
47,799,기계장비,공구,1
47,800,기계장비,공구,1
47,1056,전기전자자재,전선,1
48,819,금속자재,금속,1
48,1149,금속자재,합금,1
48,1036,전기전자자재,전선,1
48,1223,,,1
49,819,금속자재,금속,1
49,911,금속자재,부품,1
49,793,기계장비,공구,1
49,800,기계장비,공구,1
49,1091,기계장비,컴프레셔(콤프레샤),1
49,1092,기계장비,컴프레셔(콤프레샤),1
49,1313,기계제작3,NA,4
49,753,기초화학물질,가스,1
50,819,금속자재,금속,1
50,1020,금속제품,자석,1
50,1021,금속제품,자석,1
50,1023,금속제품,자석,1
50,800,기계장비,공구,1
50,805,기계장비,공구,1
50,1308,,NA,3
51,1128,간판및광고물,표지판,1
51,1086,금속자재,커넥터,1
51,935,금속자재,부품,1
51,912,금속자재,부품,1
51,839,전기전자자재,단자,1
51,1055,전기전자자재,전선,1
51,1098,플라스틱자재,튜브,1
51,1171,,,1
51,1172,,,1
52,913,금속자재,부품,1
52,1033,전기전자자재,전선,1
52,1039,전기전자자재,전선,1
52,1055,전기전자자재,전선,1
52,1063,조명및전구,조명제품,1
52,1074,조명및전구,조명제품,1
52,1326,조명및전구,조명제품,1
53,848,간판및광고물,명판,3
53,1331,기계제작2,NA,2
53,1306,인쇄,NA,2
53,1055,전기전자자재,전선,1
53,1317,,NA,2
54,848,간판및광고물,명판,1
54,913,금속자재,부품,1
54,1093,케이스,케이스,1
54,1175,,,1
54,1174,,,1
54,1173,,,1
55,1103,금속자재,파이프,1
55,1038,전기전자자재,전선,1
55,1098,플라스틱자재,튜브,1
55,1187,,,1
56,931,금속자재,부품,1
56,1187,,,1
57,1090,전기전자제품,컨버터및인버터,1
57,1058,조명및전구,조명제품,1
57,1060,조명및전구,조명제품,1
57,1326,조명및전구,조명제품,1
57,1187,,,1
58,1273,기계제작1,NA,1
58,1277,기계제작2,NA,1
58,1298,인쇄,NA,1
58,1093,케이스,케이스,3
58,1308,회로설계,NA,2
58,1309,,NA,1
58,1187,,,1
58,1210,,,1
59,848,간판및광고물,명판,2
59,1128,간판및광고물,표지판,2
59,1273,기계제작1,NA,4
59,1277,기계제작2,NA,4
59,1298,인쇄,NA,4
59,1093,케이스,케이스,2
59,958,플라스틱자재,아크릴,2
59,1187,,,1
59,1212,,,1
60,1015,건축자재,인테리어철물,1
60,1215,,,1
61,1090,전기전자제품,컨버터및인버터,1
61,1177,,,1
61,1176,,,1
61,1206,,,1
61,1207,,,1
61,1208,,,1
62,935,금속자재,부품,1
62,804,기계장비,공구,1
62,762,전기전자제품,가전제품(전기전자제품),1
62,763,전기전자제품,가전제품(전기전자제품),1
62,1170,,,1
63,953,금속자재,스테인리스,1
63,863,박스,박스,1
63,864,박스,박스,1
63,964,비철금속자재,알루미늄,1
64,1282,기계제작2,NA,1
64,864,박스,박스,1
64,868,박스,박스,1
64,1286,부품제작,NA,1
64,1141,플라스틱자재,필름,1
64,1300,후처리2,NA,1
65,849,간판및광고물,명판,1
65,1129,간판및광고물,표지판,1
65,1192,,,1
65,1193,,,1
65,1222,,,1
66,1179,,,2
66,1178,,,2
67,936,금속자재,부품,1
67,764,전기전자제품,가전제품(전기전자제품),1
68,863,박스,박스,1
68,764,전기전자제품,가전제품(전기전자제품),1
68,1096,케이스,케이스,1
69,1090,전기전자제품,컨버터및인버터,1
69,1097,플라스틱자재,튜브,1
69,1194,,,1
69,1195,,,1
70,848,간판및광고물,명판,1
70,913,금속자재,부품,1
70,1093,케이스,케이스,1
70,1186,,,1
71,935,금속자재,부품,1
71,779,전기전자제품,가전제품(전기전자제품),1
71,1186,,,1
72,1176,,,1
72,1186,,,1
73,1210,,,1
73,1186,,,1
74,839,전기전자자재,단자,1
74,1186,,,1
75,926,금속자재,부품,1
75,1086,금속자재,커넥터,1
75,879,금속자재,베어링,1
75,880,금속자재,베어링,1
75,881,금속자재,베어링,1
75,1045,전기전자자재,전선,1
75,946,전기전자제품,센서,1
75,1186,,,1
76,860,전기전자제품,미터(메타),1
76,1175,,,1
76,1184,,,1
76,1220,,,1
77,913,금속자재,부품,1
77,1033,전기전자자재,전선,1
77,1039,전기전자자재,전선,1
77,1055,전기전자자재,전선,1
77,765,전기전자제품,가전제품(전기전자제품),1
78,1276,기계제작2,NA,1
78,765,전기전자제품,가전제품(전기전자제품),1
78,1307,,NA,1
79,765,전기전자제품,가전제품(전기전자제품),1
79,1226,,,1
79,1225,,,1
80,994,기계장비,의료,1
80,1003,기계장비,의료,1
80,1005,기계장비,의료,1
80,765,전기전자제품,가전제품(전기전자제품),2
81,908,부동산중개,부동산중개,1
81,773,전기전자제품,가전제품(전기전자제품),1
81,1174,,,1
81,1210,,,1
82,1086,금속자재,커넥터,1
82,1042,전기전자자재,전선,1
82,1044,전기전자자재,전선,1
82,1046,전기전자자재,전선,1
82,1180,,,1
82,1185,,,1
83,849,간판및광고물,명판,1
83,1129,간판및광고물,표지판,1
83,927,금속자재,부품,1
83,970,기초화학물질,우레탄,1
83,791,합성고무자재,고무,1
83,1155,화학섬유,합성섬유,1
83,1181,,,1
84,839,전기전자자재,단자,1
84,1180,,,1
84,1182,,,1
84,1172,,,1
84,1191,,,1
84,1190,,,1
85,978,건축자재,위생용도자기,1
85,1178,,,1
86,942,전기전자제품,센서,1
86,943,전기전자제품,센서,1
86,944,전기전자제품,센서,1
86,945,전기전자제품,센서,1
86,946,전기전자제품,센서,1
86,1264,,,1
86,1174,,,1
87,874,금속제품,밸브,1
87,951,전기전자자재,스위치,1
87,1333,전기전자자재,스위치,1
87,947,전기전자제품,센서,1
87,773,전기전자제품,가전제품(전기전자제품),1
87,1174,,,1
87,1210,,,1
88,1224,,,1
89,769,전기전자제품,가전제품(전기전자제품),1
89,1218,,,1
89,1219,,,1
90,915,금속자재,부품,1
90,930,금속자재,부품,1
90,929,금속자재,부품,1
90,874,금속제품,밸브,1
91,925,금속자재,부품,1
91,929,금속자재,부품,1
91,874,금속제품,밸브,1
91,1210,,,1
91,1213,,,1
92,911,금속자재,부품,1
92,1091,기계장비,컴프레셔(콤프레샤),1
92,1092,기계장비,컴프레셔(콤프레샤),1
92,1305,기계제작3,NA,4
92,753,기초화학물질,가스,1
92,1209,,,1
93,1095,케이스,케이스,1
94,994,기계장비,의료,1
94,996,기계장비,의료,1
94,1002,기계장비,의료,1
94,1093,케이스,케이스,1
95,996,기계장비,의료,1
95,863,박스,박스,1
95,867,박스,박스,1
95,1183,,,1
96,1087,금속자재,커넥터,1
96,1103,금속자재,파이프,1
96,1038,전기전자자재,전선,1
96,1098,플라스틱자재,튜브,1
97,924,금속자재,부품,1
97,875,금속제품,밸브,1
97,837,전기전자자재,단자,1
97,1184,,,1
98,1042,전기전자자재,전선,1
98,1044,전기전자자재,전선,1
98,1046,전기전자자재,전선,1
98,1185,,,1
98,1178,,,1
100,1086,금속자재,커넥터,1
100,814,금속제품,귀금속,1
100,815,금속제품,귀금속,1
100,816,금속제품,귀금속,1
100,817,금속제품,귀금속,1
100,1038,전기전자자재,전선,1
101,895,금속자재,"볼트,너트",1
101,864,박스,박스,1
101,868,박스,박스,1
101,1141,플라스틱자재,필름,1
102,920,금속자재,부품,1
102,1132,전기전자자재,퓨즈(휴즈),1
102,770,전기전자제품,가전제품(전기전자제품),1
102,1181,,,1
103,927,금속자재,부품,1
103,810,기계장비,과학용품,1
103,970,기초화학물질,우레탄,1
103,791,합성고무자재,고무,1
103,1155,화학섬유,합성섬유,1
103,1166,,,1
103,1167,,,1
103,1181,,,1
104,807,기계장비,과학용품,1
104,1201,,,1
104,1193,,,1
104,1222,,,1
105,1105,금속자재,파이프,1
105,1270,기계제작1,NA,5
105,985,유리자재,유리,1
105,988,유리자재,유리,1
105,989,유리자재,유리,1
105,1040,전기전자자재,전선,1
105,1050,전기전자자재,전선,1
105,1052,전기전자자재,전선,1
105,1155,화학섬유,합성섬유,1
105,1166,,,1
105,1185,,,1
106,1202,,,1
106,1199,,,1
106,1198,,,1
106,1200,,,1
107,958,플라스틱자재,아크릴,1
107,1300,회로설계,NA,2
107,1187,,,1
107,1210,,,1
108,848,간판및광고물,명판,3
108,1273,기계제작1,NA,2
108,1277,기계제작2,NA,2
108,1298,인쇄,NA,2
108,958,플라스틱자재,아크릴,1
108,1309,,NA,2
109,1126,간판및광고물,표지판,2
109,958,플라스틱자재,아크릴,2
109,1315,,NA,2
109,1210,,,1
110,848,간판및광고물,명판,2
110,1128,간판및광고물,표지판,2
110,1331,기계제작2,NA,4
110,964,비철금속자재,알루미늄,2
110,958,플라스틱자재,아크릴,2
110,1317,,NA,4
110,1167,,,1
111,1119,기계장비,펌프,1
111,1134,플라스틱자재,플라스틱,1
111,958,플라스틱자재,아크릴,1
111,959,플라스틱자재,아크릴,1
111,1140,플라스틱자재,플라스틱,1
111,1188,,,1
112,1118,기계장비,펌프,1
112,767,전기전자제품,가전제품(전기전자제품),1
112,1205,,,1
112,1204,,,1
113,997,기계장비,의료,1
113,839,전기전자자재,단자,1
113,1189,,,1
114,839,전기전자자재,단자,1
114,1180,,,1
114,1182,,,1
114,1172,,,1
115,1051,전기전자자재,전선,1
115,1155,화학섬유,합성섬유,1
115,1310,,NA,1
116,1119,기계장비,펌프,1
116,1276,기계제작2,NA,2
116,1241,,,2
116,1167,,,2
116,1307,,NA,2
116,1188,,,1
117,817,금속제품,귀금속,1
117,1191,,,1
117,1190,,,1
118,817,금속제품,귀금속,1
118,806,기계장비,과학용품,1
118,811,기계장비,과학용품,1
118,767,전기전자제품,가전제품(전기전자제품),1
118,770,전기전자제품,가전제품(전기전자제품),1
118,773,전기전자제품,가전제품(전기전자제품),1
118,774,전기전자제품,가전제품(전기전자제품),1
118,1188,,,1
119,815,금속제품,귀금속,1
119,817,금속제품,귀금속,1
119,1192,,,1
119,1193,,,1
119,1222,,,1
120,820,금속자재,금속,1
120,815,금속제품,귀금속,1
120,817,금속제품,귀금속,1
120,883,플라스틱자재,벨트,1
120,885,플라스틱자재,벨트,1
120,1165,,,1
121,1126,간판및광고물,표지판,2
121,816,금속제품,귀금속,1
121,817,금속제품,귀금속,1
121,958,플라스틱자재,아크릴,2
121,1307,,NA,2
122,926,금속자재,부품,1
122,1086,금속자재,커넥터,1
122,1045,전기전자자재,전선,1
122,946,전기전자제품,센서,1
122,958,플라스틱자재,아크릴,1
124,769,전기전자제품,가전제품(전기전자제품),1
124,1097,플라스틱자재,튜브,1
124,1194,,,1
124,1195,,,1
124,1197,,,1
125,770,전기전자제품,가전제품(전기전자제품),1
125,1065,조명및전구,조명제품,1
125,1070,조명및전구,조명제품,1
125,1077,조명및전구,조명제품,1
125,1081,조명및전구,조명제품,1
125,1326,조명및전구,조명제품,1
126,908,부동산중개,부동산중개,1
126,770,전기전자제품,가전제품(전기전자제품),1
126,1174,,,1
127,945,전기전자제품,센서,1
127,946,전기전자제품,센서,1
127,769,전기전자제품,가전제품(전기전자제품),1
127,770,전기전자제품,가전제품(전기전자제품),1
127,1196,,,1
127,1174,,,1
128,848,간판및광고물,명판,2
128,1128,간판및광고물,표지판,2
128,1273,기계제작1,NA,4
128,1277,기계제작2,NA,4
128,964,비철금속자재,알루미늄,2
128,770,전기전자제품,가전제품(전기전자제품),1
128,958,플라스틱자재,아크릴,2
128,1309,,NA,4
128,1195,,,1
129,1020,금속제품,자석,1
129,1021,금속제품,자석,1
129,1023,금속제품,자석,1
129,770,전기전자제품,가전제품(전기전자제품),1
129,773,전기전자제품,가전제품(전기전자제품),1
130,806,기계장비,과학용품,1
130,811,기계장비,과학용품,1
130,764,전기전자제품,가전제품(전기전자제품),1
130,767,전기전자제품,가전제품(전기전자제품),1
130,770,전기전자제품,가전제품(전기전자제품),1
130,773,전기전자제품,가전제품(전기전자제품),1
130,774,전기전자제품,가전제품(전기전자제품),1
130,1188,,,1
131,769,전기전자제품,가전제품(전기전자제품),1
131,861,플라스틱제품,바퀴,1
131,862,플라스틱제품,바퀴,1
131,1197,,,1
132,1073,조명및전구,조명제품,1
132,1199,,,1
132,1198,,,1
132,1200,,,1
133,874,금속제품,밸브,1
133,1333,전기전자자재,스위치,1
133,951,전기전자자재,스위치,1
133,947,전기전자제품,센서,1
133,958,플라스틱자재,아크릴,1
134,988,유리자재,유리,1
134,1201,,,1
134,1193,,,1
134,1222,,,1
135,984,유리자재,유리,1
135,988,유리자재,유리,1
135,1202,,,1
136,879,금속자재,베어링,1
136,880,금속자재,베어링,1
136,881,금속자재,베어링,1
136,1105,금속자재,파이프,1
136,1278,기계제작1,NA,5
136,985,유리자재,유리,1
136,988,유리자재,유리,1
136,989,유리자재,유리,1
136,1186,,,1
136,1166,,,1
137,911,금속자재,부품,1
137,938,금속자재,부품,1
137,988,유리자재,유리,1
137,1167,,,1
138,878,금속자재,베어링,1
138,997,기계장비,의료,1
138,1189,,,1
139,1276,기계제작2,NA,1
139,1167,,,1
140,1284,기계제작2,NA,2
140,773,전기전자제품,가전제품(전기전자제품),1
140,1241,,,2
140,1167,,,2
140,1315,,NA,2
141,799,기계장비,공구,1
141,1090,전기전자제품,컨버터및인버터,1
142,1270,기계제작1,NA,1
142,1090,전기전자제품,컨버터및인버터,1
142,1177,,,1
142,1176,,,1
143,1090,전기전자제품,컨버터및인버터,1
143,1193,,,1
143,1222,,,1
143,1217,,,1
143,1216,,,1
144,772,전기전자제품,가전제품(전기전자제품),1
144,1090,전기전자제품,컨버터및인버터,1
144,1221,,,1
145,1091,기계장비,컴프레셔(콤프레샤),1
145,801,기계장비,공구,1
145,802,기계장비,공구,1
145,1210,,,1
146,1058,조명및전구,조명제품,1
146,1060,조명및전구,조명제품,1
146,1326,조명및전구,조명제품,1
146,1210,,,1
147,1118,기계장비,펌프,1
147,767,전기전자제품,가전제품(전기전자제품),1
147,1205,,,1
147,1204,,,1
147,1210,,,1
148,793,기계장비,공구,1
148,794,기계장비,공구,1
148,1210,,,1
148,1253,,,1
149,770,전기전자제품,가전제품(전기전자제품),1
149,1090,전기전자제품,컨버터및인버터,1
149,1195,,,1
149,1210,,,1
151,1206,,,1
151,1207,,,1
151,1208,,,1
151,1202,,,1
152,861,플라스틱제품,바퀴,1
152,862,플라스틱제품,바퀴,1
152,1202,,,1
153,807,기계장비,과학용품,1
153,808,기계장비,과학용품,1
153,767,전기전자제품,가전제품(전기전자제품),1
153,773,전기전자제품,가전제품(전기전자제품),1
153,1058,조명및전구,조명제품,1
153,1060,조명및전구,조명제품,1
153,1326,조명및전구,조명제품,1
154,935,금속자재,부품,1
154,1058,조명및전구,조명제품,1
154,1060,조명및전구,조명제품,1
154,1080,조명및전구,조명제품,1
154,1030,조명및전구,전구,1
154,1326,조명및전구,조명제품,1
155,799,기계장비,공구,1
155,772,전기전자제품,가전제품(전기전자제품),1
156,799,기계장비,공구,1
157,799,기계장비,공구,2
157,797,기계장비,공구,1
157,776,전기전자제품,가전제품(전기전자제품),1
158,915,금속자재,부품,1
158,930,금속자재,부품,1
158,1020,금속제품,자석,1
159,1101,금속자재,파이프,1
159,773,전기전자제품,가전제품(전기전자제품),1
159,1238,,,1
159,1211,,,1
160,819,금속자재,금속,1
160,1149,금속자재,합금,1
160,773,전기전자제품,가전제품(전기전자제품),1
161,773,전기전자제품,가전제품(전기전자제품),1
161,1209,,,1
162,1040,전기전자자재,전선,1
162,1050,전기전자자재,전선,1
162,1052,전기전자자재,전선,1
162,773,전기전자제품,가전제품(전기전자제품),1
162,1155,화학섬유,합성섬유,1
162,1185,,,1
163,802,기계장비,공구,1
163,773,전기전자제품,가전제품(전기전자제품),1
163,1187,,,1
164,800,기계장비,공구,1
164,1090,전기전자제품,컨버터및인버터,1
164,1187,,,1
165,895,금속자재,"볼트,너트",1
165,942,전기전자제품,센서,1
